Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Minorshome,TotalMnt,TotalPurchases,TotalCampPar,Age
Graduation,Single,72903.0,2013-10-29,74,1067.0,138.0,750.0,0.0,19.0,39.0,1,7,5,8,4,0,1,1,1,0,0,1,0,2013.0,20,3,28
2n Cycle,Married,49669.0,2014-05-24,97,166.0,5.0,107.0,11.0,8.0,29.0,2,5,1,6,6,0,0,0,0,0,0,0,1,326.0,12,0,40
PhD,Married,36778.0,2012-08-05,63,29.0,4.0,34.0,2.0,4.0,4.0,3,3,0,3,9,0,0,0,0,0,0,0,2,77.0,6,0,44
PhD,Single,85696.0,2013-05-03,88,714.0,76.0,395.0,116.0,0.0,12.0,1,4,6,9,1,0,0,0,0,0,0,1,0,1313.0,19,0,51
Master,Single,10979.0,2014-05-22,34,8.0,4.0,10.0,2.0,2.0,4.0,2,3,0,3,5,0,0,0,0,0,0,0,0,30.0,6,0,25
Graduation,Married,49678.0,2013-02-02,81,229.0,5.0,56.0,3.0,2.0,20.0,2,6,2,4,7,0,0,0,0,0,0,0,1,315.0,12,0,52
Master,Married,56129.0,2013-06-20,65,320.0,48.0,133.0,39.0,72.0,48.0,4,6,2,10,4,0,0,0,0,0,0,0,1,660.0,18,0,60
Graduation,Married,37155.0,2013-01-31,51,23.0,0.0,26.0,7.0,15.0,3.0,1,2,0,4,5,0,0,0,0,0,0,0,1,74.0,6,0,24
2n Cycle,Single,21282.0,2014-05-11,76,1.0,5.0,8.0,4.0,8.0,20.0,2,2,1,2,6,0,0,0,0,0,0,0,1,46.0,5,0,36
PhD,Single,33419.0,2013-08-17,76,56.0,0.0,12.0,0.0,0.0,18.0,2,2,0,4,7,0,0,0,0,0,0,0,1,86.0,6,0,51
Graduation,Single,63285.0,2013-11-05,84,508.0,124.0,249.0,50.0,38.0,134.0,1,6,5,13,3,0,0,0,0,0,0,0,0,1103.0,24,0,68
Master,Married,21255.0,2014-01-21,56,29.0,0.0,25.0,2.0,2.0,3.0,4,2,1,4,4,0,0,0,0,0,0,0,1,61.0,7,0,40
Graduation,Married,42162.0,2013-11-19,31,46.0,7.0,59.0,2.0,4.0,27.0,2,3,1,3,6,1,0,0,0,0,0,1,1,145.0,7,1,32
Graduation,Married,54450.0,2012-09-14,0,454.0,0.0,171.0,8.0,19.0,32.0,12,9,2,8,8,0,0,0,0,0,0,0,2,684.0,19,0,56
PhD,Married,57744.0,2013-11-12,91,350.0,3.0,39.0,0.0,0.0,19.0,2,9,1,4,8,0,0,0,0,0,0,0,1,411.0,14,0,59
Graduation,Single,26576.0,2012-10-13,40,10.0,0.0,8.0,0.0,0.0,9.0,1,1,0,2,9,1,0,0,0,0,0,1,1,27.0,3,1,26
PhD,Single,57513.0,2013-07-06,59,735.0,40.0,183.0,52.0,20.0,30.0,2,9,3,13,6,0,0,0,0,0,0,0,0,1060.0,25,0,70
Graduation,Married,68142.0,2012-08-29,96,897.0,126.0,196.0,91.0,112.0,37.0,3,10,4,7,6,0,0,0,0,0,0,0,1,1459.0,21,0,48
Graduation,Married,7500.0,2012-08-29,61,5.0,2.0,3.0,3.0,0.0,5.0,1,1,0,2,8,0,0,0,0,0,0,0,1,18.0,3,0,33
Graduation,Married,83145.0,2012-09-22,14,777.0,35.0,731.0,39.0,137.0,114.0,1,5,9,11,2,0,0,1,0,0,0,1,0,1833.0,25,1,38
Master,Married,54197.0,2014-04-03,16,162.0,6.0,37.0,6.0,13.0,13.0,2,1,3,6,1,0,0,0,0,0,0,0,1,237.0,10,0,54
PhD,Single,23091.0,2014-05-28,98,35.0,0.0,11.0,0.0,0.0,2.0,4,2,1,3,7,0,0,0,0,0,0,0,2,48.0,6,0,51
Graduation,Married,46049.0,2013-07-21,11,342.0,9.0,112.0,19.0,14.0,19.0,10,5,2,9,7,0,0,0,0,0,0,1,2,515.0,16,0,37
Graduation,Married,56715.0,2012-12-05,52,258.0,105.0,239.0,237.0,172.0,9.0,1,7,3,4,4,0,0,0,0,0,0,0,0,1020.0,14,0,38
Graduation,Married,79410.0,2014-05-29,19,658.0,80.0,483.0,123.0,13.0,13.0,1,3,2,5,1,0,0,0,0,0,0,0,0,1370.0,10,0,53
Graduation,Married,57304.0,2013-03-11,61,356.0,80.0,329.0,138.0,17.0,106.0,2,7,6,10,5,0,0,0,0,0,0,0,1,1026.0,23,0,62
Graduation,Married,44375.0,2014-03-23,73,213.0,5.0,28.0,7.0,7.0,41.0,1,4,1,6,5,0,0,0,0,0,0,0,1,301.0,11,0,49
Graduation,Married,54450.0,2012-09-14,0,454.0,0.0,171.0,8.0,19.0,32.0,12,9,2,8,8,0,0,0,0,0,0,0,2,684.0,19,0,56
Graduation,Married,59594.0,2012-10-20,74,457.0,4.0,29.0,0.0,0.0,9.0,1,8,1,7,7,0,1,0,0,0,0,0,1,499.0,16,1,47
Graduation,Married,80685.0,2012-08-22,55,241.0,45.0,604.0,34.0,26.0,54.0,1,6,4,10,2,0,0,0,0,0,0,0,0,1004.0,20,0,18
PhD,Married,40344.0,2013-10-13,48,210.0,0.0,6.0,0.0,0.0,2.0,2,4,1,5,7,0,0,0,0,0,0,0,1,218.0,10,0,39
Graduation,Married,62710.0,2013-05-23,53,441.0,35.0,83.0,7.0,29.0,11.0,4,4,2,12,4,0,0,0,0,0,0,0,1,606.0,18,0,41
2n Cycle,Married,48985.0,2013-07-05,13,19.0,13.0,18.0,10.0,7.0,8.0,1,1,1,3,3,0,0,0,0,0,0,0,1,75.0,5,0,45
Graduation,Married,35322.0,2012-08-22,34,28.0,9.0,37.0,12.0,7.0,13.0,3,2,0,4,8,0,0,0,0,0,0,0,3,106.0,6,0,44
Graduation,Married,77142.0,2013-05-29,54,476.0,75.0,162.0,29.0,151.0,97.0,1,4,4,8,2,0,0,0,0,0,0,0,0,990.0,16,0,65
Graduation,Single,81657.0,2014-01-22,69,364.0,40.0,425.0,158.0,60.0,50.0,1,3,4,8,1,0,0,0,0,0,0,0,0,1097.0,15,0,45
High School,Married,14421.0,2014-02-17,81,0.0,0.0,2.0,3.0,3.0,8.0,1,1,0,2,5,1,0,0,0,0,0,0,0,16.0,3,1,18
2n Cycle,Married,20130.0,2014-03-17,99,0.0,6.0,3.0,7.0,6.0,12.0,1,1,0,3,8,0,0,0,0,0,0,0,0,34.0,4,0,40
PhD,Married,74214.0,2012-08-26,3,863.0,83.0,547.0,86.0,99.0,33.0,1,8,2,5,5,0,0,0,0,0,0,0,0,1711.0,15,0,22
Master,Married,66726.0,2014-01-12,61,349.0,7.0,35.0,0.0,0.0,47.0,3,8,2,4,7,0,1,0,0,0,0,0,2,438.0,14,1,57
High School,Married,23724.0,2013-01-08,65,5.0,23.0,15.0,0.0,18.0,14.0,2,2,0,3,8,0,0,0,0,0,0,0,1,75.0,5,0,34
Master,Married,47353.0,2013-11-13,93,184.0,2.0,19.0,8.0,8.0,4.0,3,2,2,6,5,0,0,0,0,0,0,0,1,225.0,10,0,53
Master,Married,33444.0,2012-11-03,24,8.0,0.0,8.0,0.0,0.0,2.0,1,1,0,2,8,0,0,0,0,0,0,0,2,18.0,3,0,60
Graduation,Married,54386.0,2013-05-17,8,277.0,21.0,64.0,62.0,21.0,25.0,2,3,2,10,3,0,0,0,0,0,0,0,1,470.0,15,0,32
Graduation,Single,28510.0,2013-04-13,72,44.0,5.0,19.0,0.0,4.0,19.0,3,2,0,4,5,0,0,0,0,0,0,0,2,91.0,6,0,32
Master,Single,90638.0,2014-02-13,29,1156.0,120.0,915.0,94.0,144.0,96.0,1,3,4,10,1,0,0,1,0,0,0,0,0,2525.0,17,1,23
Graduation,Married,48070.0,2013-01-13,33,373.0,14.0,83.0,6.0,9.0,19.0,3,8,2,6,7,0,0,0,0,0,1,0,1,504.0,16,0,63
Graduation,Married,43140.0,2013-01-05,68,134.0,8.0,76.0,6.0,0.0,11.0,1,4,1,5,6,0,0,0,0,0,0,0,1,235.0,10,0,56
PhD,Single,54959.0,2013-01-19,55,1148.0,0.0,60.0,0.0,0.0,24.0,3,9,5,4,7,0,1,0,0,0,0,1,1,1232.0,18,1,52
High School,Single,15056.0,2013-05-03,76,6.0,12.0,3.0,21.0,6.0,40.0,5,2,2,3,5,0,0,0,0,0,0,0,2,88.0,7,0,55
Graduation,Single,26954.0,2014-05-08,17,4.0,1.0,11.0,0.0,0.0,1.0,1,1,0,2,7,0,0,0,0,0,0,0,1,17.0,3,0,43
Graduation,Single,22327.0,2013-08-02,94,5.0,4.0,8.0,2.0,0.0,5.0,1,1,0,3,5,0,0,0,0,0,0,0,1,24.0,4,0,28
Graduation,Married,44393.0,2013-08-22,86,24.0,2.0,20.0,2.0,2.0,10.0,2,1,0,4,4,0,0,0,0,0,0,0,2,60.0,5,0,48
PhD,Single,62000.0,2013-08-25,25,899.0,0.0,101.0,0.0,0.0,20.0,1,6,6,13,4,0,0,0,1,0,0,0,1,1020.0,25,1,61
PhD,Married,31497.0,2012-12-06,22,108.0,1.0,28.0,13.0,1.0,4.0,2,3,1,4,8,0,0,0,0,0,0,0,1,155.0,8,0,50
2n Cycle,Married,45894.0,2014-02-27,15,27.0,2.0,7.0,0.0,2.0,13.0,1,1,0,3,5,0,0,0,0,0,0,0,2,51.0,4,0,40
Master,Single,78579.0,2012-12-22,35,816.0,66.0,549.0,216.0,66.0,99.0,1,5,6,4,3,0,0,0,0,0,0,1,0,1812.0,15,0,42
Master,Single,67369.0,2012-11-17,81,1298.0,0.0,70.0,37.0,14.0,42.0,4,7,4,10,4,0,1,1,0,0,0,1,1,1461.0,21,2,43
Graduation,Single,58401.0,2014-04-20,55,10.0,0.0,11.0,17.0,29.0,29.0,1,1,2,2,4,0,0,0,0,0,0,0,1,96.0,5,0,54
Graduation,Single,62307.0,2014-02-17,94,87.0,13.0,34.0,10.0,6.0,10.0,1,4,0,4,5,0,0,0,0,0,0,0,1,160.0,8,0,62
Master,Married,43641.0,2013-04-22,50,57.0,2.0,51.0,4.0,2.0,23.0,3,2,1,4,6,0,0,0,0,0,0,0,2,139.0,7,0,44
Master,Single,63841.0,2013-04-21,64,635.0,15.0,100.0,20.0,7.0,131.0,1,9,3,9,6,0,0,0,0,0,0,0,1,908.0,21,0,45
2n Cycle,Married,46891.0,2013-09-01,91,43.0,12.0,23.0,29.0,15.0,61.0,1,2,1,4,4,0,0,0,0,0,0,0,1,183.0,7,0,48
Master,Married,70091.0,2013-03-31,11,964.0,34.0,137.0,15.0,0.0,11.0,2,5,2,10,8,0,1,0,0,0,0,0,1,1161.0,17,1,44
PhD,Married,78075.0,2014-04-05,72,572.0,8.0,259.0,34.0,35.0,80.0,1,3,5,5,1,0,0,0,0,0,0,0,0,988.0,13,0,42
2n Cycle,Single,59184.0,2012-09-09,6,341.0,142.0,113.0,259.0,151.0,66.0,3,6,6,12,5,0,0,0,0,0,0,0,1,1072.0,24,0,51
Graduation,Married,54809.0,2013-09-11,0,63.0,6.0,57.0,13.0,13.0,22.0,4,2,1,5,4,0,0,0,0,0,0,0,2,174.0,8,0,36
Graduation,Married,58113.0,2013-01-25,66,221.0,104.0,169.0,102.0,78.0,84.0,3,9,2,8,7,0,0,0,0,0,1,0,1,758.0,19,0,54
Master,Married,51412.0,2013-12-31,42,140.0,3.0,29.0,4.0,5.0,14.0,2,3,2,4,4,0,0,0,0,0,0,0,1,195.0,9,0,55
Graduation,Single,15287.0,2012-10-10,60,1.0,2.0,8.0,4.0,3.0,13.0,2,1,1,2,7,1,0,0,0,0,0,1,1,31.0,4,1,33
Master,Married,66636.0,2013-08-17,64,291.0,10.0,689.0,84.0,10.0,0.0,1,3,4,9,1,0,0,0,0,0,0,0,0,1084.0,16,0,56
Master,Married,50965.0,2013-02-20,87,544.0,13.0,85.0,8.0,6.0,29.0,3,10,4,5,8,1,0,0,0,0,0,0,1,685.0,19,1,57
PhD,Married,84618.0,2013-11-22,96,684.0,100.0,801.0,21.0,66.0,0.0,1,6,9,10,2,0,0,1,0,0,0,0,0,1672.0,25,1,48
Graduation,Married,18351.0,2013-10-29,1,1.0,12.0,9.0,0.0,14.0,7.0,1,2,0,3,7,0,0,0,0,0,0,0,0,43.0,5,0,23
PhD,Married,40451.0,2014-02-16,54,35.0,0.0,4.0,0.0,0.0,10.0,1,1,1,2,5,1,0,0,0,0,0,0,2,49.0,4,1,57
Graduation,Married,36317.0,2013-05-22,53,87.0,3.0,25.0,3.0,2.0,13.0,2,3,0,4,7,0,0,0,0,0,0,0,1,133.0,7,0,48
Graduation,Married,42213.0,2013-10-12,96,309.0,3.0,24.0,4.0,3.0,20.0,2,5,1,7,7,0,1,0,0,0,0,0,1,363.0,13,1,56
Graduation,Married,65748.0,2013-04-15,58,172.0,73.0,93.0,95.0,78.0,34.0,2,2,4,10,1,0,0,0,0,0,1,0,1,545.0,16,0,58
Graduation,Married,77044.0,2013-10-27,12,625.0,38.0,242.0,50.0,34.0,76.0,2,7,11,11,4,1,0,0,0,0,0,0,1,1065.0,29,1,41
Graduation,Married,74918.0,2013-03-12,78,972.0,59.0,913.0,25.0,19.0,59.0,1,5,9,6,3,0,0,1,0,0,0,0,0,2047.0,20,1,44
Graduation,Married,56721.0,2012-10-31,64,157.0,6.0,39.0,6.0,13.0,75.0,5,4,1,5,6,0,0,0,0,0,0,0,2,296.0,10,0,40
Graduation,Single,42160.0,2013-06-28,26,48.0,9.0,45.0,3.0,15.0,20.0,4,2,1,4,6,0,0,0,0,0,0,1,2,140.0,7,0,38
Graduation,Single,61559.0,2013-07-17,8,279.0,83.0,88.0,32.0,14.0,34.0,1,4,2,10,3,0,0,0,0,0,0,0,1,530.0,16,0,48
PhD,Married,33629.0,2012-08-08,49,132.0,0.0,16.0,0.0,0.0,4.0,5,3,1,4,9,0,0,0,0,0,0,0,2,152.0,8,0,49
PhD,Married,68682.0,2013-10-06,56,919.0,0.0,505.0,99.0,30.0,45.0,1,4,9,10,2,0,0,0,0,0,0,0,0,1598.0,23,0,22
Graduation,Single,34377.0,2013-01-19,55,62.0,0.0,22.0,3.0,1.0,26.0,2,2,2,2,7,0,0,0,0,0,0,0,1,114.0,6,0,50
High School,Single,8940.0,2012-08-22,25,1.0,45.0,3.0,4.0,6.0,42.0,3,3,1,3,8,0,0,0,0,0,0,0,1,101.0,7,0,26
Graduation,Married,26228.0,2013-09-22,50,2.0,6.0,4.0,3.0,1.0,9.0,1,1,0,2,8,0,0,0,0,0,0,0,1,25.0,3,0,40
2n Cycle,Single,77297.0,2013-01-26,84,408.0,61.0,109.0,48.0,122.0,41.0,1,5,7,9,4,0,0,0,1,0,0,0,0,789.0,21,1,56
Graduation,Married,40211.0,2013-07-30,30,51.0,1.0,7.0,2.0,1.0,25.0,2,2,1,2,8,1,0,0,0,0,0,0,2,87.0,5,1,32
PhD,Single,33438.0,2013-09-22,81,62.0,1.0,16.0,3.0,2.0,6.0,4,2,1,4,5,0,0,0,0,0,0,0,2,90.0,7,0,55
PhD,Married,75032.0,2013-04-28,74,952.0,12.0,180.0,47.0,12.0,12.0,2,5,4,9,3,0,0,0,0,0,0,0,1,1215.0,18,0,54
PhD,Single,61284.0,2013-10-12,76,618.0,15.0,106.0,20.0,7.0,45.0,1,11,2,8,6,0,1,0,0,0,0,0,0,811.0,21,1,58
Graduation,Married,22518.0,2012-10-22,36,11.0,7.0,12.0,2.0,2.0,27.0,2,2,1,2,5,1,0,0,0,0,0,1,1,61.0,5,1,26
Master,Married,54730.0,2013-08-15,64,318.0,3.0,17.0,4.0,7.0,56.0,5,4,1,8,4,0,0,0,0,0,0,0,1,405.0,13,0,38
Master,Married,38452.0,2014-03-30,62,56.0,0.0,14.0,0.0,0.0,2.0,3,3,0,3,7,0,0,0,0,0,0,0,2,72.0,6,0,59
Graduation,Single,44421.0,2013-02-15,53,110.0,5.0,59.0,7.0,1.0,7.0,5,5,0,4,8,0,0,0,0,0,0,0,2,189.0,9,0,42
PhD,Married,38197.0,2013-06-29,86,23.0,0.0,11.0,2.0,1.0,3.0,1,1,0,3,5,0,0,0,0,0,0,0,1,40.0,4,0,27
Graduation,Single,41986.0,2014-02-09,15,27.0,5.0,8.0,8.0,3.0,12.0,3,3,0,4,4,0,0,0,0,0,0,0,1,63.0,7,0,36
Graduation,Married,28427.0,2013-03-21,67,18.0,3.0,19.0,3.0,3.0,6.0,2,2,0,3,8,0,0,0,0,0,0,0,1,52.0,5,0,30
PhD,Married,37395.0,2014-05-02,47,18.0,0.0,9.0,0.0,1.0,11.0,1,1,0,3,6,0,0,0,0,0,0,0,1,39.0,4,0,38
Graduation,Married,64722.0,2014-05-26,47,303.0,0.0,280.0,60.0,147.0,15.0,4,8,2,11,6,0,0,0,0,0,0,0,1,805.0,21,0,43
Master,Married,55249.0,2014-04-17,81,97.0,1.0,19.0,2.0,0.0,11.0,1,2,1,4,3,0,0,0,0,0,0,0,1,130.0,7,0,58
Graduation,Married,84906.0,2013-10-04,98,997.0,15.0,414.0,99.0,30.0,76.0,1,5,6,12,2,0,1,1,0,1,0,0,0,1631.0,23,3,41
Graduation,Married,28691.0,2013-07-04,56,5.0,4.0,13.0,8.0,0.0,4.0,1,1,0,3,8,0,0,0,0,0,0,0,1,34.0,4,0,24
Graduation,Single,44213.0,2013-11-29,48,95.0,11.0,35.0,0.0,4.0,7.0,4,2,1,5,6,0,0,0,0,0,0,0,2,152.0,8,0,61
High School,Single,25707.0,2014-01-18,18,1.0,6.0,2.0,3.0,6.0,3.0,1,1,0,3,7,0,0,0,0,0,0,0,1,21.0,4,0,30
PhD,Married,59062.0,2013-10-03,74,46.0,1.0,12.0,3.0,0.0,9.0,2,2,0,3,4,0,0,0,0,0,0,0,3,71.0,5,0,46
Graduation,Single,76624.0,2014-05-24,68,411.0,106.0,147.0,54.0,115.0,66.0,1,5,10,7,1,1,0,0,0,0,0,0,1,899.0,22,1,52
Master,Married,66000.0,2014-04-20,36,244.0,51.0,270.0,101.0,0.0,45.0,1,1,3,5,1,0,0,0,0,0,0,0,0,711.0,9,0,67
PhD,Married,27683.0,2012-08-04,90,152.0,9.0,121.0,12.0,12.0,45.0,4,6,2,4,8,0,0,0,0,0,0,0,1,351.0,12,0,34
Graduation,Single,1730.0,2014-05-18,65,1.0,1.0,3.0,1.0,1.0,1.0,15,0,0,0,20,0,0,0,0,0,0,0,0,8.0,0,0,43
High School,Single,7500.0,2012-12-03,63,10.0,17.0,18.0,8.0,26.0,40.0,4,3,2,2,9,0,0,0,0,0,0,0,1,119.0,7,0,20
Graduation,Married,40521.0,2013-04-05,82,12.0,0.0,5.0,0.0,0.0,4.0,1,0,1,2,5,0,0,0,0,0,0,0,2,21.0,3,0,45
PhD,Married,20427.0,2014-03-24,63,5.0,0.0,4.0,0.0,0.0,1.0,1,1,0,2,8,0,0,0,0,0,0,0,1,10.0,3,0,41
Graduation,Married,65106.0,2014-05-24,55,790.0,19.0,133.0,12.0,0.0,19.0,3,8,3,13,6,0,1,0,0,0,0,0,1,973.0,24,1,39
PhD,Married,69969.0,2013-08-27,64,882.0,29.0,514.0,38.0,29.0,44.0,1,4,2,6,3,0,0,1,1,0,0,1,0,1536.0,12,2,48
Graduation,Married,67433.0,2013-07-16,51,615.0,28.0,259.0,12.0,48.0,30.0,4,6,5,13,4,0,1,0,0,0,0,0,2,992.0,24,1,61
PhD,Married,77766.0,2013-02-22,97,1004.0,59.0,265.0,115.0,59.0,27.0,2,11,10,11,6,1,0,0,0,0,0,1,1,1529.0,32,1,46
Graduation,Married,74716.0,2013-09-12,92,133.0,27.0,421.0,13.0,195.0,71.0,2,7,3,5,4,0,0,0,0,0,0,0,1,860.0,15,0,41
Graduation,Single,68118.0,2013-10-18,51,595.0,23.0,123.0,10.0,23.0,154.0,2,8,9,4,6,0,0,0,0,0,0,0,1,928.0,21,0,50
PhD,Married,55158.0,2012-07-30,72,293.0,0.0,87.0,4.0,11.0,23.0,4,7,2,5,7,0,0,0,0,0,0,1,2,418.0,14,0,42
2n Cycle,Married,62972.0,2012-08-03,39,313.0,15.0,47.0,20.0,0.0,192.0,2,7,4,3,6,0,0,0,0,0,0,1,1,587.0,14,0,57
Graduation,Married,74190.0,2014-05-12,49,151.0,81.0,86.0,168.0,91.0,64.0,2,4,2,11,2,0,0,0,0,0,0,0,1,641.0,17,0,39
Graduation,Married,39356.0,2014-03-19,21,15.0,0.0,2.0,0.0,0.0,6.0,1,1,0,2,6,1,0,0,0,0,0,0,2,23.0,3,1,38
Graduation,Married,76653.0,2013-08-16,91,736.0,63.0,946.0,219.0,189.0,126.0,1,4,7,11,2,0,0,1,1,0,0,0,0,2279.0,22,2,44
PhD,Single,35860.0,2014-05-19,37,15.0,0.0,8.0,4.0,2.0,20.0,2,1,1,2,5,1,0,0,0,0,0,0,2,49.0,4,1,41
PhD,Single,90687.0,2013-05-22,98,982.0,17.0,672.0,23.0,34.0,51.0,1,6,2,8,2,0,0,1,0,0,0,1,0,1779.0,16,1,30
Master,Married,73450.0,2013-12-05,85,1142.0,51.0,415.0,90.0,69.0,37.0,1,7,8,11,3,1,0,0,1,0,0,0,0,1804.0,26,2,31
Graduation,Married,31454.0,2013-07-06,40,28.0,0.0,11.0,0.0,0.0,9.0,3,2,0,3,8,0,0,0,0,0,0,0,2,48.0,5,0,53
Graduation,Single,47139.0,2014-03-06,2,46.0,0.0,12.0,0.0,2.0,23.0,2,2,1,2,7,0,0,0,0,0,0,1,2,83.0,5,0,62
Graduation,Single,83829.0,2013-10-08,78,897.0,161.0,430.0,186.0,161.0,27.0,0,4,7,6,1,1,0,1,1,0,0,1,0,1862.0,17,3,38
PhD,Married,53378.0,2012-09-24,41,489.0,6.0,152.0,8.0,6.0,132.0,10,9,4,6,8,0,0,0,0,0,0,1,2,793.0,19,0,49
Graduation,Married,19656.0,2013-02-08,94,25.0,4.0,9.0,6.0,8.0,32.0,3,2,1,3,7,0,0,0,0,0,0,0,1,84.0,6,0,43
PhD,Married,45579.0,2013-08-20,10,145.0,1.0,33.0,2.0,1.0,1.0,1,4,1,4,6,0,0,0,0,0,0,0,1,183.0,9,0,65
2n Cycle,Single,85485.0,2014-06-21,73,630.0,26.0,611.0,44.0,18.0,54.0,1,6,6,6,2,0,0,0,0,0,0,0,0,1383.0,18,0,56
Graduation,Married,55956.0,2014-04-07,22,760.0,38.0,104.0,50.0,9.0,38.0,2,7,3,4,4,0,1,0,0,0,0,0,0,999.0,14,1,70
Master,Single,64191.0,2013-01-22,30,420.0,15.0,186.0,151.0,38.0,15.0,3,5,3,13,3,0,0,0,0,0,0,0,1,825.0,21,0,50
Graduation,Single,38808.0,2012-08-26,21,125.0,17.0,52.0,3.0,19.0,30.0,4,5,1,4,8,1,0,0,0,0,0,1,1,246.0,10,1,40
Master,Married,57183.0,2013-03-19,51,464.0,5.0,64.0,7.0,0.0,70.0,8,9,1,7,8,0,0,0,0,0,0,0,2,610.0,17,0,47
Master,Single,23748.0,2012-11-21,97,6.0,6.0,29.0,12.0,15.0,8.0,3,2,1,3,8,0,0,0,0,0,0,0,1,76.0,6,0,44
Graduation,Married,66303.0,2013-02-26,56,1090.0,12.0,96.0,16.0,12.0,60.0,4,3,4,11,8,0,1,0,0,0,0,0,1,1286.0,18,1,42
Master,Married,37368.0,2013-12-16,4,3.0,2.0,11.0,2.0,2.0,10.0,1,1,0,2,6,1,0,0,0,0,0,0,1,30.0,3,1,38
Graduation,Married,40800.0,2013-01-01,77,24.0,0.0,27.0,8.0,30.0,10.0,2,3,0,3,7,0,0,0,0,0,1,0,3,99.0,6,0,49
Graduation,Single,71847.0,2012-09-21,95,737.0,21.0,106.0,55.0,63.0,210.0,0,6,7,9,3,0,0,0,1,0,0,0,0,1192.0,22,1,34
Graduation,Married,46149.0,2013-11-29,36,254.0,6.0,71.0,4.0,0.0,27.0,5,5,1,7,5,0,0,0,0,0,0,0,1,362.0,13,0,38
Graduation,Married,78687.0,2012-08-09,13,817.0,185.0,687.0,145.0,55.0,241.0,1,4,6,8,2,0,0,1,0,0,0,1,0,2130.0,18,1,29
2n Cycle,Single,49118.0,2012-08-18,90,620.0,54.0,239.0,99.0,98.0,119.0,2,9,7,10,7,0,1,0,0,1,0,1,0,1229.0,26,2,41
PhD,Married,37633.0,2012-09-20,49,13.0,4.0,20.0,0.0,0.0,1.0,2,1,0,3,9,0,0,0,0,0,0,0,2,38.0,4,0,55
Master,Married,39767.0,2013-07-21,18,113.0,61.0,204.0,34.0,26.0,47.0,2,7,1,7,8,0,0,0,0,0,0,0,0,485.0,15,0,62
High School,Married,26997.0,2012-11-05,89,7.0,23.0,78.0,133.0,49.0,144.0,2,4,2,5,7,0,0,0,0,0,0,0,0,434.0,11,0,61
Graduation,Single,33986.0,2013-03-14,43,16.0,2.0,18.0,2.0,1.0,5.0,1,1,0,3,7,0,0,0,0,0,0,0,1,44.0,4,0,43
PhD,Married,57091.0,2012-11-23,82,462.0,0.0,24.0,6.0,0.0,4.0,2,9,2,5,7,0,1,0,0,0,0,1,1,496.0,16,1,40
2n Cycle,Married,46831.0,2013-06-08,84,22.0,2.0,10.0,6.0,4.0,34.0,2,1,2,2,4,0,0,0,0,0,0,0,2,78.0,5,0,44
Master,Married,83151.0,2013-02-10,80,968.0,147.0,842.0,137.0,42.0,210.0,1,5,7,10,2,1,0,1,1,0,0,1,0,2346.0,22,3,41
Graduation,Married,52531.0,2012-12-30,68,283.0,112.0,151.0,51.0,72.0,125.0,2,7,2,10,6,0,0,0,0,0,0,0,0,794.0,19,0,41
Graduation,Married,15759.0,2013-09-05,12,1.0,2.0,5.0,6.0,0.0,3.0,1,1,0,2,7,0,0,0,0,0,0,0,0,17.0,3,0,57
Graduation,Single,22804.0,2013-07-31,75,14.0,1.0,7.0,2.0,1.0,1.0,1,2,0,2,9,0,0,0,0,0,0,0,1,26.0,4,0,42
2n Cycle,Married,43050.0,2014-03-18,10,30.0,5.0,24.0,6.0,3.0,8.0,2,2,0,4,5,0,0,0,0,0,0,0,1,76.0,6,0,41
PhD,Single,42997.0,2013-12-07,91,4.0,0.0,5.0,0.0,1.0,5.0,1,1,0,2,7,0,0,0,0,0,0,0,2,15.0,3,0,36
PhD,Single,48918.0,2014-04-12,21,52.0,0.0,9.0,0.0,0.0,1.0,2,1,0,4,4,0,0,0,0,0,0,0,2,62.0,5,0,51
Master,Married,60033.0,2014-03-29,28,62.0,1.0,57.0,19.0,11.0,48.0,2,2,1,5,2,0,0,0,0,0,0,0,1,198.0,8,0,60
PhD,Married,34043.0,2013-10-25,97,20.0,2.0,14.0,3.0,0.0,10.0,1,2,0,2,9,0,0,0,0,0,0,0,1,49.0,4,0,35
Graduation,Married,57811.0,2013-06-24,49,545.0,7.0,114.0,37.0,21.0,78.0,5,7,2,11,5,0,1,0,0,0,0,0,1,802.0,20,1,47
Graduation,Married,78569.0,2014-02-19,14,558.0,79.0,622.0,207.0,175.0,95.0,1,4,6,4,1,0,0,1,0,0,0,1,0,1736.0,14,1,68
Graduation,Single,7500.0,2012-12-27,5,6.0,5.0,4.0,13.0,4.0,25.0,4,2,1,3,6,0,0,0,0,0,0,0,2,57.0,6,0,34
Master,Married,84017.0,2013-06-04,37,39.0,1.0,9.0,2.0,0.0,8.0,0,1,0,1,1,0,0,0,0,0,0,0,1,59.0,2,0,42
Graduation,Married,94384.0,2013-03-04,62,1111.0,24.0,790.0,160.0,45.0,172.0,0,5,8,5,2,0,1,1,1,0,0,1,0,2302.0,18,3,60
